"CIP_Code","CIP","CIP_T"
60.0554,600554,Pediatric Gastroenterology Residency Program.
60.0555,600555,Pediatric Hematology-Oncology Residency Program.
60.0556,600556,Pediatric Infectious Diseases Residency Program.
60.0557,600557,Pediatric Nephrology Residency Program.
60.0558,600558,Pediatric Orthopedics Residency Program.
60.0559,600559,Pediatric Otolaryngology Residency Program.
60.0560,600560,Pediatric Pathology Residency Program.
60.0561,600561,Pediatric Pulmonology Residency Program.
60.0562,600562,Pediatric Radiology Residency Program.
60.0563,600563,Pediatric Rehabilitation Medicine Residency Program.
60.0564,600564,Pediatric Rheumatology Residency Program.
60.0565,600565,Pediatric Surgery Residency Program.
60.0566,600566,Pediatric Transplant Hepatology Residency Program.
60.0567,600567,Pediatric Urology Residency Program.
60.0568,600568,Physical Medicine and Rehabilitation/Psychiatry Residency Program.
60.0569,600569,Plastic Surgery Within the Head and Neck Residency Program.
60.0570,600570,Psychosomatic Medicine Residency Program.
60.0571,600571,Pulmonary Disease Residency Program.
60.0572,600572,Radioisotopic Pathology Residency Program.
60.0573,600573,Reproductive Endocrinology/Infertility Residency Program.
60.0574,600574,Rheumatology Residency Program.
60.0575,600575,Sleep Medicine Residency Program.
60.0576,600576,Spinal Cord Injury Medicine Residency Program.
60.0577,600577,Sports Medicine Residency Program.
60.0578,600578,Surgery of the Hand Residency Program.
60.0579,600579,Surgical Critical Care Residency Program.
60.0580,600580,Therapeutic Radiologic Physics Residency Program.
60.0581,600581,Transplant Hepatology Residency Program.
60.0582,600582,Undersea and Hyperbaric Medicine Residency Program.
60.0583,600583,Vascular and Interventional Radiology Residency Program.
60.0584,600584,Vascular Neurology Residency Program.
60.0599,600599,"Medical Residency Programs - Subspecialty Certificates, Other."
60.0601,600601,Podiatric Medicine and Surgery - 24 Residency Program.
60.0602,600602,Podiatric Medicine and Surgery - 36 Residency Program.
